Date,zone,centre,Price
12-09-07,2,MUMBAI,13.75
12-09-07,4,THIRUVANANTHAPURAM,15
12-09-07,4,ERNAKULAM,16
12-09-07,3,SHILLONG,13
12-09-07,1,LUDHIANA,14
12-09-07,2,RAJKOT,12.5
12-09-07,1,HISAR,11.25
12-09-07,1,KARNAL,12.5
12-09-07,2,NAGPUR,14.5
12-09-07,1,AMRITSAR,15
12-09-07,2,AHMEDABAD,11
12-09-07,4,MADURAI,13
12-09-07,1,LUCKNOW,11
12-09-07,1,KANPUR,10.5
12-09-07,1,CHANDIGARH,15
12-09-07,3,AGARTALA,14
12-09-07,4,CHENNAI,14
12-09-07,4,BANGALORE,12
12-09-07,4,HYDERABAD,9.5
12-09-07,4,PONDICHERRY,12
12-09-07,3,GUWAHATI,13
12-09-07,3,PATNA,12.5
12-09-07,2,PANAJI,11
12-09-07,1,SHIMLA,16
12-09-07,1,MANDI,16.5
12-09-07,1,SRINAGAR,NA
12-09-07,1,JAMMU,NA
12-09-07,2,BHOPAL,12
12-09-07,2,INDORE,11
12-09-07,3,AIZAWL,16
12-09-07,3,BHUBANESHWAR,11
12-09-07,3,CUTTACK,12
12-09-07,2,JAIPUR,14
12-09-07,2,JODHPUR,19
19-09-07,2,MUMBAI,13.75
19-09-07,4,CHENNAI,14
19-09-07,3,SHILLONG,13
19-09-07,3,AIZAWL,16
19-09-07,1,AMRITSAR,15
19-09-07,1,LUDHIANA,14
19-09-07,2,JODHPUR,19
19-09-07,4,MADURAI,13
19-09-07,1,CHANDIGARH,15
19-09-07,4,PONDICHERRY,12
19-09-07,3,AGARTALA,14
19-09-07,1,DELHI,15
19-09-07,2,JAIPUR,14
19-09-07,1,KANPUR,11.5
19-09-07,1,LUCKNOW,13
19-09-07,3,CUTTACK,12
19-09-07,4,BANGALORE,12
19-09-07,3,KOLKATA,12
19-09-07,4,HYDERABAD,9.5
19-09-07,3,GUWAHATI,13
19-09-07,2,NAGPUR,14.5
19-09-07,1,KARNAL,12.5
19-09-07,3,BHUBANESHWAR,13
19-09-07,1,HISAR,11.25
19-09-07,4,VIJAYAWADA,10
19-09-07,3,PATNA,12.5
19-09-07,2,AHMEDABAD,11
19-09-07,2,RAJKOT,12.5
19-09-07,2,PANAJI,11
19-09-07,1,SHIMLA,16
19-09-07,1,MANDI,16.5
19-09-07,1,SRINAGAR,NA
19-09-07,1,JAMMU,NA
19-09-07,4,THIRUVANANTHAPURAM,15
19-09-07,4,ERNAKULAM,16
19-09-07,2,BHOPAL,12
19-09-07,2,INDORE,11
26-09-07,2,JAIPUR,14
26-09-07,1,LUCKNOW,13
26-09-07,4,CHENNAI,14
26-09-07,1,KARNAL,12.5
26-09-07,4,HYDERABAD,9.5
26-09-07,3,BHUBANESHWAR,13
26-09-07,1,DELHI,15
26-09-07,3,AGARTALA,14.5
26-09-07,1,HISAR,11.5
26-09-07,4,VIJAYAWADA,10
26-09-07,1,JAMMU,18
26-09-07,1,KANPUR,11
26-09-07,2,BHOPAL,12
26-09-07,2,MUMBAI,13.75
26-09-07,2,NAGPUR,14
26-09-07,4,BANGALORE,12
26-09-07,4,PONDICHERRY,12
26-09-07,3,GUWAHATI,13
26-09-07,3,PATNA,12.5
26-09-07,2,AHMEDABAD,11
26-09-07,2,RAJKOT,12.5
26-09-07,2,PANAJI,11
26-09-07,1,SHIMLA,16
26-09-07,1,MANDI,16.5
26-09-07,1,SRINAGAR,NA
26-09-07,4,THIRUVANANTHAPURAM,15
26-09-07,4,ERNAKULAM,16
26-09-07,2,INDORE,11
26-09-07,3,SHILLONG,13
26-09-07,3,AIZAWL,16
26-09-07,3,CUTTACK,12
26-09-07,1,AMRITSAR,15
26-09-07,1,LUDHIANA,14
26-09-07,2,JODHPUR,19
26-09-07,4,MADURAI,13
26-09-07,3,KOLKATA,12
26-09-07,1,CHANDIGARH,15
03-10-07,3,AGARTALA,14.5
03-10-07,4,CHENNAI,14
03-10-07,4,PONDICHERRY,12
03-10-07,2,RAJKOT,13.5
03-10-07,4,VIJAYAWADA,10
03-10-07,3,SHILLONG,13
03-10-07,4,BANGALORE,12
03-10-07,3,CUTTACK,12
03-10-07,3,BHUBANESHWAR,13
03-10-07,3,KOLKATA,12
03-10-07,2,AHMEDABAD,12.5
03-10-07,4,HYDERABAD,9.5
03-10-07,2,MUMBAI,13.75
03-10-07,2,NAGPUR,15
03-10-07,3,GUWAHATI,13
03-10-07,3,PATNA,12.5
03-10-07,2,PANAJI,11
03-10-07,1,HISAR,11.5
03-10-07,1,KARNAL,12.5
03-10-07,1,SHIMLA,16
03-10-07,1,MANDI,16.5
03-10-07,1,SRINAGAR,NA
03-10-07,1,JAMMU,18
03-10-07,4,THIRUVANANTHAPURAM,15
03-10-07,4,ERNAKULAM,16
03-10-07,2,BHOPAL,12
03-10-07,2,INDORE,11
03-10-07,3,AIZAWL,16
03-10-07,1,AMRITSAR,15
03-10-07,1,LUDHIANA,14
03-10-07,2,JODHPUR,19
03-10-07,4,MADURAI,13
03-10-07,1,LUCKNOW,13
03-10-07,1,KANPUR,11
03-10-07,1,CHANDIGARH,15
03-10-07,1,DELHI,15
03-10-07,2,JAIPUR,14
10-10-07,2,JAIPUR,14
10-10-07,1,LUCKNOW,13
10-10-07,1,KANPUR,11
10-10-07,1,CHANDIGARH,15
10-10-07,4,PONDICHERRY,12
10-10-07,3,AGARTALA,14.5
10-10-07,1,KARNAL,12.5
10-10-07,4,CHENNAI,14
10-10-07,1,DELHI,15
10-10-07,1,HISAR,12
10-10-07,4,HYDERABAD,9.5
10-10-07,3,KOLKATA,12
10-10-07,2,MUMBAI,13.75
10-10-07,2,NAGPUR,15
10-10-07,4,VIJAYAWADA,10
10-10-07,3,GUWAHATI,13
10-10-07,3,PATNA,12.5
10-10-07,2,AHMEDABAD,12.5
10-10-07,2,RAJKOT,13.5
10-10-07,2,PANAJI,11
10-10-07,1,SHIMLA,16
10-10-07,1,MANDI,16.5
10-10-07,1,SRINAGAR,NA
10-10-07,1,JAMMU,18
10-10-07,4,BANGALORE,12
10-10-07,4,THIRUVANANTHAPURAM,15
10-10-07,4,ERNAKULAM,16
10-10-07,2,BHOPAL,12
10-10-07,2,INDORE,11
10-10-07,3,SHILLONG,13
10-10-07,3,AIZAWL,16
10-10-07,3,BHUBANESHWAR,13
10-10-07,3,CUTTACK,12
10-10-07,1,AMRITSAR,15
10-10-07,1,LUDHIANA,14
10-10-07,2,JODHPUR,19
10-10-07,4,MADURAI,13
17-10-07,3,BHUBANESHWAR,12
17-10-07,4,HYDERABAD,9.5
17-10-07,1,MANDI,16.5
17-10-07,1,SRINAGAR,NA
17-10-07,1,JAMMU,18
17-10-07,4,THIRUVANANTHAPURAM,15
17-10-07,4,ERNAKULAM,16
17-10-07,2,INDORE,11
17-10-07,3,AIZAWL,16
17-10-07,2,JODHPUR,19
17-10-07,4,MADURAI,13
17-10-07,1,LUCKNOW,13
17-10-07,1,KANPUR,11
17-10-07,1,CHANDIGARH,15
17-10-07,4,PONDICHERRY,13
17-10-07,1,LUDHIANA,14
17-10-07,1,KARNAL,12.5
17-10-07,2,MUMBAI,13.75
17-10-07,1,HISAR,12
17-10-07,4,CHENNAI,14
17-10-07,2,JAIPUR,16
17-10-07,3,CUTTACK,12
17-10-07,1,DELHI,15
17-10-07,1,AMRITSAR,15
17-10-07,2,NAGPUR,15
17-10-07,3,SHILLONG,13
17-10-07,4,BANGALORE,12
17-10-07,3,AGARTALA,14
17-10-07,3,PATNA,12
17-10-07,2,BHOPAL,12
17-10-07,3,KOLKATA,12
17-10-07,4,VIJAYAWADA,10
17-10-07,3,GUWAHATI,13
17-10-07,2,AHMEDABAD,12.5
17-10-07,2,RAJKOT,13.5
17-10-07,2,PANAJI,11
17-10-07,1,SHIMLA,16
24-10-07,1,DELHI,15
24-10-07,3,KOLKATA,12
24-10-07,4,BANGALORE,12
24-10-07,1,HISAR,12
24-10-07,1,KARNAL,12.5
24-10-07,2,JAIPUR,16
24-10-07,1,MANDI,18
24-10-07,1,SHIMLA,16
24-10-07,2,JODHPUR,19
24-10-07,2,PANAJI,12
24-10-07,2,MUMBAI,14.25
24-10-07,2,NAGPUR,15
24-10-07,2,AHMEDABAD,13
24-10-07,2,RAJKOT,13.5
24-10-07,4,PONDICHERRY,13
24-10-07,4,HYDERABAD,9.5
24-10-07,4,VIJAYAWADA,10
24-10-07,3,GUWAHATI,13
24-10-07,3,PATNA,12
24-10-07,1,SRINAGAR,NA
24-10-07,1,JAMMU,18
24-10-07,4,THIRUVANANTHAPURAM,15
24-10-07,4,ERNAKULAM,16
24-10-07,2,BHOPAL,12
24-10-07,2,INDORE,11
24-10-07,3,SHILLONG,13
24-10-07,3,AIZAWL,16
24-10-07,3,BHUBANESHWAR,12
24-10-07,3,CUTTACK,12
24-10-07,1,AMRITSAR,15
24-10-07,1,LUDHIANA,14
24-10-07,4,MADURAI,13
24-10-07,1,LUCKNOW,13
24-10-07,1,KANPUR,11
24-10-07,1,CHANDIGARH,15
24-10-07,3,AGARTALA,14
24-10-07,4,CHENNAI,14
31-10-07,1,KARNAL,12.5
31-10-07,1,MANDI,18
31-10-07,3,SHILLONG,13
31-10-07,4,BANGALORE,12
31-10-07,1,LUDHIANA,14
31-10-07,3,AGARTALA,14
31-10-07,3,KOLKATA,13
31-10-07,1,HISAR,12
31-10-07,3,CUTTACK,12
31-10-07,3,BHUBANESHWAR,12
31-10-07,1,SHIMLA,16
31-10-07,4,HYDERABAD,9.5
31-10-07,4,VIJAYAWADA,10
31-10-07,3,GUWAHATI,13
31-10-07,3,PATNA,12
31-10-07,2,AHMEDABAD,13
31-10-07,2,RAJKOT,13.5
31-10-07,2,PANAJI,12
31-10-07,1,SRINAGAR,NA
31-10-07,1,JAMMU,18
31-10-07,4,THIRUVANANTHAPURAM,15
31-10-07,1,AMRITSAR,15
31-10-07,4,ERNAKULAM,16
31-10-07,2,BHOPAL,12
31-10-07,2,INDORE,11
31-10-07,2,MUMBAI,14.25
31-10-07,2,NAGPUR,15
31-10-07,3,AIZAWL,16
31-10-07,2,JODHPUR,19
31-10-07,4,MADURAI,13
31-10-07,1,CHANDIGARH,15
31-10-07,4,PONDICHERRY,14
31-10-07,2,JAIPUR,16
31-10-07,4,CHENNAI,14
31-10-07,1,LUCKNOW,11
31-10-07,1,DELHI,15
31-10-07,1,KANPUR,11
07-11-07,2,MUMBAI,14.25
07-11-07,3,GUWAHATI,13
07-11-07,3,PATNA,12
07-11-07,2,AHMEDABAD,13
07-11-07,2,RAJKOT,13.5
07-11-07,2,PANAJI,12
07-11-07,1,SRINAGAR,NA
07-11-07,1,JAMMU,18
07-11-07,4,THIRUVANANTHAPURAM,15
07-11-07,4,ERNAKULAM,16
07-11-07,2,BHOPAL,12
07-11-07,2,INDORE,11
07-11-07,3,SHILLONG,13
07-11-07,3,AIZAWL,16
07-11-07,1,AMRITSAR,15
07-11-07,1,LUDHIANA,14
07-11-07,2,JODHPUR,19
07-11-07,4,CHENNAI,14
07-11-07,4,MADURAI,13
07-11-07,1,CHANDIGARH,15
07-11-07,4,PONDICHERRY,14
07-11-07,1,HISAR,12.5
07-11-07,1,KARNAL,12.5
07-11-07,1,LUCKNOW,11
07-11-07,1,DELHI,15
07-11-07,4,BANGALORE,12
07-11-07,3,CUTTACK,12
07-11-07,3,BHUBANESHWAR,12
07-11-07,1,KANPUR,11
07-11-07,3,KOLKATA,13
07-11-07,4,HYDERABAD,10
07-11-07,4,VIJAYAWADA,10
07-11-07,3,AGARTALA,14
07-11-07,1,MANDI,18
07-11-07,1,SHIMLA,16
07-11-07,2,JAIPUR,16
07-11-07,2,NAGPUR,13.5
14-11-07,1,DELHI,16
14-11-07,3,CUTTACK,12
14-11-07,3,BHUBANESHWAR,12
14-11-07,2,JAIPUR,16
14-11-07,1,AMRITSAR,15.5
14-11-07,1,LUDHIANA,15
14-11-07,1,MANDI,18
14-11-07,1,SHIMLA,16
14-11-07,4,HYDERABAD,10
14-11-07,4,VIJAYAWADA,10
14-11-07,3,GUWAHATI,13
14-11-07,3,PATNA,12
14-11-07,2,AHMEDABAD,13
14-11-07,2,RAJKOT,13.5
14-11-07,4,BANGALORE,12
14-11-07,2,PANAJI,12
14-11-07,1,SRINAGAR,NA
14-11-07,1,JAMMU,18
14-11-07,4,THIRUVANANTHAPURAM,15
14-11-07,4,ERNAKULAM,16
14-11-07,2,BHOPAL,12
14-11-07,2,INDORE,11
14-11-07,2,MUMBAI,14.25
14-11-07,2,NAGPUR,13.5
14-11-07,3,SHILLONG,13
14-11-07,3,AIZAWL,16
14-11-07,2,JODHPUR,21
14-11-07,4,MADURAI,13
14-11-07,1,CHANDIGARH,15
14-11-07,1,KANPUR,11
14-11-07,1,LUCKNOW,11
14-11-07,4,PONDICHERRY,14
14-11-07,3,KOLKATA,13
14-11-07,3,AGARTALA,14
14-11-07,4,CHENNAI,14
14-11-07,1,HISAR,12
14-11-07,1,KARNAL,12.5
21-11-07,4,THIRUVANANTHAPURAM,16.5
21-11-07,3,PATNA,13
21-11-07,1,LUCKNOW,11
21-11-07,3,CUTTACK,12
21-11-07,3,BHUBANESHWAR,12
21-11-07,2,NAGPUR,14.5
21-11-07,4,BANGALORE,12
21-11-07,1,HISAR,12
21-11-07,4,HYDERABAD,10
21-11-07,2,PANAJI,12
21-11-07,1,KANPUR,11
21-11-07,2,JAIPUR,16
21-11-07,3,AGARTALA,14
21-11-07,1,KARNAL,12.5
21-11-07,4,VIJAYAWADA,10
21-11-07,3,GUWAHATI,13
21-11-07,4,ERNAKULAM,17.5
21-11-07,3,KOLKATA,13
21-11-07,2,AHMEDABAD,13
21-11-07,2,RAJKOT,13.5
21-11-07,1,SHIMLA,16
21-11-07,1,MANDI,18
21-11-07,1,SRINAGAR,NA
21-11-07,1,JAMMU,18
21-11-07,2,BHOPAL,12
21-11-07,2,INDORE,11
21-11-07,2,MUMBAI,14.25
21-11-07,3,SHILLONG,13
21-11-07,3,AIZAWL,16
21-11-07,1,AMRITSAR,15.5
21-11-07,1,LUDHIANA,15
21-11-07,2,JODHPUR,21
21-11-07,4,CHENNAI,14
21-11-07,4,MADURAI,13
21-11-07,1,CHANDIGARH,15
21-11-07,1,DELHI,16
21-11-07,4,PONDICHERRY,14
28-11-07,1,DELHI,16
28-11-07,2,PANAJI,12
28-11-07,4,BANGALORE,12
28-11-07,2,JAIPUR,16
28-11-07,3,CUTTACK,12
28-11-07,3,SHILLONG,13
28-11-07,1,HISAR,12
28-11-07,3,AGARTALA,14
28-11-07,3,BHUBANESHWAR,12
28-11-07,3,KOLKATA,13
28-11-07,1,AMRITSAR,15.5
28-11-07,1,MANDI,18
28-11-07,1,SHIMLA,16
28-11-07,4,CHENNAI,15
28-11-07,4,HYDERABAD,11
28-11-07,1,KARNAL,12.5
28-11-07,1,LUDHIANA,14
28-11-07,4,VIJAYAWADA,10
28-11-07,3,GUWAHATI,13
28-11-07,3,PATNA,13
28-11-07,2,AHMEDABAD,13
28-11-07,2,RAJKOT,13.5
28-11-07,1,SRINAGAR,NA
28-11-07,1,JAMMU,18
28-11-07,4,THIRUVANANTHAPURAM,16.5
28-11-07,4,ERNAKULAM,17.5
28-11-07,2,BHOPAL,12
28-11-07,2,INDORE,11
28-11-07,2,MUMBAI,14.25
28-11-07,2,NAGPUR,14.5
28-11-07,3,AIZAWL,16
28-11-07,2,JODHPUR,21
28-11-07,4,MADURAI,13
28-11-07,1,LUCKNOW,11
28-11-07,1,KANPUR,11
28-11-07,1,CHANDIGARH,15
28-11-07,4,PONDICHERRY,14
05-12-07,3,BHUBANESHWAR,12
05-12-07,1,KARNAL,12.5
05-12-07,2,MUMBAI,14.25
05-12-07,2,NAGPUR,14.5
05-12-07,1,KANPUR,11
05-12-07,2,AHMEDABAD,13.25
05-12-07,4,THIRUVANANTHAPURAM,17.5
05-12-07,4,HYDERABAD,11
05-12-07,4,VIJAYAWADA,10
05-12-07,3,GUWAHATI,13
05-12-07,3,PATNA,13
05-12-07,1,SHIMLA,16
05-12-07,1,MANDI,18
05-12-07,1,SRINAGAR,NA
05-12-07,1,JAMMU,18
05-12-07,2,BHOPAL,12
05-12-07,2,INDORE,11
05-12-07,3,SHILLONG,13
05-12-07,3,AIZAWL,16
05-12-07,1,AMRITSAR,15.5
05-12-07,1,LUDHIANA,14
05-12-07,2,JAIPUR,16
05-12-07,1,DELHI,16
05-12-07,3,CUTTACK,12
05-12-07,1,HISAR,12
05-12-07,2,RAJKOT,12.5
05-12-07,4,ERNAKULAM,18
05-12-07,2,JODHPUR,21
05-12-07,4,CHENNAI,15
05-12-07,4,MADURAI,13
05-12-07,3,KOLKATA,13
05-12-07,1,CHANDIGARH,15
05-12-07,4,PONDICHERRY,14
05-12-07,1,LUCKNOW,11
05-12-07,4,BANGALORE,12
05-12-07,3,AGARTALA,14.5
05-12-07,2,PANAJI,12
12-12-07,3,AGARTALA,14.5
12-12-07,3,CUTTACK,11
12-12-07,3,BHUBANESHWAR,12
12-12-07,4,BANGALORE,12
12-12-07,4,HYDERABAD,11
12-12-07,4,VIJAYAWADA,10
12-12-07,3,GUWAHATI,13
12-12-07,3,PATNA,13
12-12-07,1,SRINAGAR,NA
12-12-07,1,JAMMU,18
12-12-07,4,THIRUVANANTHAPURAM,17.5
12-12-07,4,ERNAKULAM,18
12-12-07,2,BHOPAL,12
12-12-07,2,INDORE,11
12-12-07,2,MUMBAI,14.25
12-12-07,2,NAGPUR,14.5
12-12-07,3,SHILLONG,13
12-12-07,3,AIZAWL,16
12-12-07,1,AMRITSAR,15.5
12-12-07,1,LUDHIANA,14
12-12-07,2,JODHPUR,21
12-12-07,4,CHENNAI,15
12-12-07,4,MADURAI,13
12-12-07,1,LUCKNOW,11
12-12-07,1,KANPUR,11
12-12-07,1,CHANDIGARH,15
12-12-07,4,PONDICHERRY,14
12-12-07,1,MANDI,18
12-12-07,1,KARNAL,12.5
12-12-07,1,SHIMLA,16
12-12-07,2,JAIPUR,16
12-12-07,1,DELHI,16
12-12-07,1,HISAR,12
12-12-07,3,KOLKATA,13.5
12-12-07,2,AHMEDABAD,13.75
12-12-07,2,RAJKOT,13.5
12-12-07,2,PANAJI,12
19-12-07,1,DELHI,16
19-12-07,1,HISAR,12
19-12-07,3,CUTTACK,12
19-12-07,3,BHUBANESHWAR,12
19-12-07,2,NAGPUR,14.5
19-12-07,2,JAIPUR,16
19-12-07,4,BANGALORE,12
19-12-07,3,KOLKATA,14
19-12-07,1,KARNAL,13
19-12-07,2,MUMBAI,15.25
19-12-07,1,AMRITSAR,15
19-12-07,1,LUDHIANA,14
19-12-07,4,HYDERABAD,11
19-12-07,4,VIJAYAWADA,10
19-12-07,3,GUWAHATI,13
19-12-07,3,PATNA,13
19-12-07,2,AHMEDABAD,13.75
19-12-07,2,RAJKOT,13.5
19-12-07,2,PANAJI,12
19-12-07,1,SHIMLA,16
19-12-07,1,MANDI,18
19-12-07,1,SRINAGAR,NA
19-12-07,1,JAMMU,18
19-12-07,4,THIRUVANANTHAPURAM,17.5
19-12-07,4,ERNAKULAM,18
19-12-07,2,BHOPAL,12
19-12-07,2,INDORE,11
19-12-07,3,SHILLONG,13
19-12-07,3,AIZAWL,16
19-12-07,2,JODHPUR,21
19-12-07,4,CHENNAI,15
19-12-07,4,MADURAI,13
19-12-07,1,LUCKNOW,11
19-12-07,1,KANPUR,11
19-12-07,1,CHANDIGARH,15
19-12-07,4,PONDICHERRY,14
19-12-07,3,AGARTALA,14.5
26-12-07,2,MUMBAI,15.25
26-12-07,3,KOLKATA,14
26-12-07,4,VIJAYAWADA,10
26-12-07,4,CHENNAI,15
26-12-07,2,JODHPUR,23
26-12-07,4,HYDERABAD,11
26-12-07,3,AGARTALA,15
26-12-07,1,JAMMU,18
26-12-07,4,BANGALORE,12
26-12-07,2,BHOPAL,12
26-12-07,2,INDORE,11
26-12-07,3,SHILLONG,13
26-12-07,3,AIZAWL,16
26-12-07,3,BHUBANESHWAR,12
26-12-07,3,CUTTACK,12
26-12-07,1,AMRITSAR,15
26-12-07,1,LUDHIANA,14
26-12-07,2,JAIPUR,16
26-12-07,4,MADURAI,13
26-12-07,1,LUCKNOW,11
26-12-07,1,KANPUR,11
26-12-07,1,CHANDIGARH,15
26-12-07,4,PONDICHERRY,14
26-12-07,1,DELHI,16
26-12-07,2,NAGPUR,14.5
26-12-07,1,MANDI,18
26-12-07,1,SHIMLA,16
26-12-07,4,THIRUVANANTHAPURAM,18
26-12-07,4,ERNAKULAM,18
26-12-07,3,GUWAHATI,13
26-12-07,3,PATNA,13
26-12-07,2,AHMEDABAD,13.75
26-12-07,2,RAJKOT,13.5
26-12-07,2,PANAJI,12
26-12-07,1,HISAR,12
26-12-07,1,KARNAL,13
26-12-07,1,SRINAGAR,NA
02-01-08,2,MUMBAI,15.25
02-01-08,2,NAGPUR,16
02-01-08,4,BANGALORE,12
02-01-08,2,JAIPUR,16
02-01-08,4,CHENNAI,15
02-01-08,4,HYDERABAD,11
02-01-08,3,GUWAHATI,13
02-01-08,3,PATNA,13
02-01-08,2,AHMEDABAD,13.75
02-01-08,2,RAJKOT,13.5
02-01-08,2,PANAJI,12
02-01-08,1,HISAR,12
02-01-08,4,VIJAYAWADA,10
02-01-08,3,AGARTALA,15
02-01-08,1,JAMMU,18
02-01-08,4,THIRUVANANTHAPURAM,18
02-01-08,4,ERNAKULAM,18
02-01-08,2,BHOPAL,12
02-01-08,2,INDORE,11
02-01-08,3,SHILLONG,13
02-01-08,3,AIZAWL,16
02-01-08,3,BHUBANESHWAR,12
02-01-08,3,CUTTACK,12
02-01-08,1,AMRITSAR,15
02-01-08,1,LUDHIANA,14
02-01-08,2,JODHPUR,23
02-01-08,4,MADURAI,13
02-01-08,1,LUCKNOW,11
02-01-08,1,KANPUR,11
02-01-08,3,KOLKATA,14
02-01-08,1,CHANDIGARH,15
02-01-08,1,DELHI,16
02-01-08,4,PONDICHERRY,14
02-01-08,1,KARNAL,13
02-01-08,1,SHIMLA,16
02-01-08,1,MANDI,18
02-01-08,1,SRINAGAR,NA
09-01-08,1,DELHI,17
09-01-08,3,GUWAHATI,13
09-01-08,3,PATNA,13
09-01-08,2,AHMEDABAD,13.75
09-01-08,2,RAJKOT,13.5
09-01-08,2,PANAJI,12
09-01-08,1,HISAR,12
09-01-08,1,KARNAL,13
09-01-08,1,SHIMLA,16
09-01-08,1,MANDI,18
09-01-08,1,SRINAGAR,NA
09-01-08,1,JAMMU,18
09-01-08,4,PONDICHERRY,15
09-01-08,4,HYDERABAD,11
09-01-08,4,VIJAYAWADA,10
09-01-08,4,BANGALORE,12
09-01-08,4,THIRUVANANTHAPURAM,18
09-01-08,4,ERNAKULAM,18
09-01-08,2,BHOPAL,12
09-01-08,2,INDORE,11
09-01-08,2,MUMBAI,15.25
09-01-08,2,NAGPUR,16
09-01-08,3,SHILLONG,13
09-01-08,3,AIZAWL,16
09-01-08,3,BHUBANESHWAR,12
09-01-08,3,CUTTACK,12
09-01-08,1,AMRITSAR,15
09-01-08,1,LUDHIANA,14
09-01-08,2,JAIPUR,16
09-01-08,2,JODHPUR,23
09-01-08,4,CHENNAI,15
09-01-08,4,MADURAI,13
09-01-08,1,LUCKNOW,11
09-01-08,1,KANPUR,11
09-01-08,3,KOLKATA,14
09-01-08,1,CHANDIGARH,15
09-01-08,3,AGARTALA,15
16-01-08,1,DELHI,17
16-01-08,2,JAIPUR,16
16-01-08,1,MANDI,18
16-01-08,1,SHIMLA,16
16-01-08,4,HYDERABAD,11
16-01-08,4,VIJAYAWADA,10
16-01-08,3,GUWAHATI,13
16-01-08,2,AHMEDABAD,13.75
16-01-08,2,RAJKOT,13.5
16-01-08,2,PANAJI,12
16-01-08,1,HISAR,12
16-01-08,1,KARNAL,13
16-01-08,1,SRINAGAR,NA
16-01-08,1,JAMMU,18
16-01-08,4,THIRUVANANTHAPURAM,18
16-01-08,4,ERNAKULAM,18
16-01-08,2,BHOPAL,12
16-01-08,2,INDORE,11
16-01-08,3,PATNA,14
16-01-08,2,MUMBAI,15.25
16-01-08,2,NAGPUR,16
16-01-08,3,SHILLONG,13
16-01-08,3,AIZAWL,16
16-01-08,3,BHUBANESHWAR,12
16-01-08,3,CUTTACK,12
16-01-08,1,AMRITSAR,15
16-01-08,1,LUDHIANA,14
16-01-08,2,JODHPUR,23
16-01-08,4,MADURAI,13
16-01-08,1,LUCKNOW,11
16-01-08,1,KANPUR,11
16-01-08,3,KOLKATA,14
16-01-08,1,CHANDIGARH,15
16-01-08,4,PONDICHERRY,15
16-01-08,3,AGARTALA,15
16-01-08,4,BANGALORE,12
16-01-08,4,CHENNAI,15
23-01-08,2,MUMBAI,15.5
23-01-08,1,AMRITSAR,15
23-01-08,1,LUDHIANA,14
23-01-08,4,MADURAI,13
23-01-08,1,LUCKNOW,11
23-01-08,1,KANPUR,11
23-01-08,3,KOLKATA,14
23-01-08,1,CHANDIGARH,15
23-01-08,4,PONDICHERRY,15
23-01-08,1,DELHI,17
23-01-08,2,JODHPUR,23
23-01-08,4,BANGALORE,12
23-01-08,3,AGARTALA,15
23-01-08,1,KARNAL,13
23-01-08,3,PATNA,14.5
23-01-08,3,CUTTACK,12
23-01-08,1,SHIMLA,16
23-01-08,4,HYDERABAD,11
23-01-08,4,VIJAYAWADA,10
23-01-08,3,GUWAHATI,13
23-01-08,2,AHMEDABAD,13.75
23-01-08,2,RAJKOT,13.5
23-01-08,2,PANAJI,12
23-01-08,1,SRINAGAR,NA
23-01-08,1,JAMMU,18
23-01-08,4,THIRUVANANTHAPURAM,18
23-01-08,4,ERNAKULAM,18
23-01-08,2,BHOPAL,12
23-01-08,2,INDORE,11
23-01-08,3,SHILLONG,13
23-01-08,3,AIZAWL,16
23-01-08,2,NAGPUR,15
23-01-08,2,JAIPUR,16
23-01-08,4,CHENNAI,15
23-01-08,1,MANDI,18
23-01-08,1,HISAR,13.5
23-01-08,3,BHUBANESHWAR,12
30-01-08,3,KOLKATA,14
30-01-08,1,LUDHIANA,15
30-01-08,2,AHMEDABAD,14.5
30-01-08,1,HISAR,13
30-01-08,1,KARNAL,13
30-01-08,4,VIJAYAWADA,10
30-01-08,2,PANAJI,12
30-01-08,2,INDORE,11
30-01-08,3,BHUBANESHWAR,12
30-01-08,1,CHANDIGARH,15
30-01-08,4,PONDICHERRY,15
30-01-08,1,AMRITSAR,14
30-01-08,2,JODHPUR,23
30-01-08,3,GUWAHATI,13
30-01-08,1,MANDI,18
30-01-08,1,SRINAGAR,NA
30-01-08,4,THIRUVANANTHAPURAM,18
30-01-08,4,ERNAKULAM,18
30-01-08,3,CUTTACK,12
30-01-08,4,MADURAI,13
30-01-08,1,LUCKNOW,11
30-01-08,1,KANPUR,11
30-01-08,1,DELHI,17
30-01-08,4,BANGALORE,12
30-01-08,2,MUMBAI,16.5
30-01-08,2,NAGPUR,15.5
30-01-08,4,CHENNAI,15
30-01-08,2,JAIPUR,16
30-01-08,2,BHOPAL,12
30-01-08,2,RAJKOT,14
30-01-08,3,SHILLONG,14.85
30-01-08,3,PATNA,14.5
30-01-08,4,HYDERABAD,11
30-01-08,1,SHIMLA,16
30-01-08,1,JAMMU,18
30-01-08,3,AIZAWL,16
30-01-08,3,AGARTALA,15
06-02-08,1,DELHI,17
06-02-08,3,BHUBANESHWAR,12
06-02-08,2,JAIPUR,16
06-02-08,3,PATNA,14.5
06-02-08,1,SRINAGAR,NA
06-02-08,1,JAMMU,18
06-02-08,3,CUTTACK,13
06-02-08,4,HYDERABAD,11
06-02-08,4,VIJAYAWADA,10
06-02-08,2,AHMEDABAD,14.5
06-02-08,1,HISAR,13
06-02-08,1,KARNAL,13
06-02-08,1,SHIMLA,16
06-02-08,4,THIRUVANANTHAPURAM,18
